Address,VAT_Status,Property_Description,condition on Property_Description,Size_Description,Price_Euro,Sale_Date,Year,Town
"CLONSAST, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,450000,27-Jul-15,2015,Kilcock
"4 ROCHFORD AVE, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,224000,02-Apr-15,2015,Kilcock
"22 ABBEYFIELD, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,320000,20-Oct-15,2015,Kilcock
"289 Chambers Park, Kilcock, County kildare",No,Second-Hand Dwelling house /Apartment,1,,160000,16-Nov-11,2011,Kilcock
"6 Chapel View, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,67100,21-Dec-11,2011,Kilcock
"2 Ryebridge Row, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,242291,21-Aug-15,2015,Kilcock
"111 VILLAGE GREEN, KILCOCK, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,190000,17-Jul-15,2015,Kilcock
"10 Ryebridge Green, Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,224421,01-Mar-16,2016,Kilcock
"8 Ryebridge Way, The Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,155000,27-Aug-14,2014,Kilcock
"APT 18, RYE ABBEY, KILCOCK",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,60000,17-Dec-14,2014,Kilcock
"11 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,275000,07-Sep-11,2011,Kilcock
"306 CHAMBERS PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,200000,09-Jul-15,2015,Kilcock
"3 Fanagh Green, Tiermoghan, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,332500,17-Dec-13,2013,Kilcock
"29 Ryebridge Rise, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,240000,28-May-13,2013,Kilcock
"1 ROCHFORD PARK, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,250000,21-Sep-15,2015,Kilcock
"Apt 40 Rye Abbey, Kilcock, Co Kildare",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,30000,17-Dec-14,2014,Kilcock
"318 Courtown Park, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,255000,08-Dec-12,2012,Kilcock
"An Londubh, Milltown, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,262000,29-Aug-13,2013,Kilcock
"166 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,109000,27-Oct-15,2015,Kilcock
"45 Ryebridge Rise, Kilcock",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,189427,01-Feb-12,2012,Kilcock
"BRYANSTOWN, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,467000,15-Jul-15,2015,Kilcock
"APT 31 RYE ABBEY, KILCOCK, CO KIDARE",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,15000,17-Dec-14,2014,Kilcock
"288 CHAMBERS PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,199000,30-Sep-15,2015,Kilcock
"5 Molly Wares Court, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,113000,20-Aug-13,2013,Kilcock
"9 Ryebridge Row, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,167400.87,04-Dec-14,2014,Kilcock
"46 Ryebridge Lawns, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,94889.86,20-Dec-13,2013,Kilcock
"Inver, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,326000,14-Dec-12,2012,Kilcock
"32 Ryebridge Rise, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,193833,22-Dec-14,2014,Kilcock
"2 RYEBRIDGE CLOSE, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,02-Apr-14,2014,Kilcock
"ROSETOWN, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,160000,08-Feb-12,2012,Kilcock
"3 Rochford Rise, Bakers Walk, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,235000,04-Dec-14,2014,Kilcock
"1 Alymer Drive, Courtown Park, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,318000,03-Aug-10,2010,Kilcock
"91 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,290000,28-Jul-11,2011,Kilcock
"1 PINEWOOD LAWNS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,249960,31-Oct-14,2014,Kilcock
"45 RYEBRIDGE LAWNS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,115000,22-Dec-14,2014,Kilcock
"138 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,160000,20-Dec-12,2012,Kilcock
"65 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,237000,15-Jan-16,2016,Kilcock
"8 CHESTNUT GROVE, CHURCH ST, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,225000,01-May-15,2015,Kilcock
"56 Abbeyfield, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,212500,27-Dec-12,2012,Kilcock
"Apartment 2, The Lamp, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,67000,03-Jul-13,2013,Kilcock
"24 Ryebridge Avenue, Kilcock, Co. Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,193833,30-Aug-13,2013,Kilcock
"15 FAIRGREEN COURT, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,175000,19-Feb-15,2015,Kilcock
"14 Rochford Avenue, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,120000,17-Jan-13,2013,Kilcock
"Apt 43 Rye Abbey, Kilcock, Co Kildare",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,30000,17-Dec-14,2014,Kilcock
"276 CHAMBERS PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,178000,27-Nov-15,2015,Kilcock
"45 Abbeyfield, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,195000,01-Nov-13,2013,Kilcock
"1 Courtown Road, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,310000,24-Mar-11,2011,Kilcock
"14 Ryebridge Green, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,220220.27,01-Oct-15,2015,Kilcock
"7 Ryebridge Row, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,171806.16,28-Nov-14,2014,Kilcock
"124 Courttown Park, Kilcock, Co.Kildare",No,Second-Hand Dwelling house /Apartment,1,,220000,30-Apr-13,2013,Kilcock
"533 Courtown Road, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,148000,06-Sep-11,2011,Kilcock
"Ballybrack, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,146000,31-May-13,2013,Kilcock
"Boragh Stud, Killeighter, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,315000,21-Dec-12,2012,Kilcock
"BOYCETOWN, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,580000,07-Oct-15,2015,Kilcock
"APT 12, RYE ABBEY, KILCOCK",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,60000,17-Dec-14,2014,Kilcock
"60 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,227000,20-May-13,2013,Kilcock
"34 Ryebridge Rise, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,167400.88,18-Jun-14,2014,Kilcock
"29 Ryebridge Avenue, The Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,171806,27-Nov-14,2014,Kilcock
"137 Courtown Park, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,347000,13-Dec-10,2010,Kilcock
"Love Me Tender, Boycetown, Kilcock",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,737000,28-Apr-15,2015,Kilcock
"17 Ryebridge Green, The Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,215858,26-Aug-15,2015,Kilcock
"APT 26, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,1561000,17-Dec-14,2014,Kilcock
"Apt 34 Rye Abbey, Kilcock, Co Kildare",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,15000,17-Dec-14,2014,Kilcock
"7 THE COURTYARD, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,167000,27-Jan-15,2015,Kilcock
"4 ROCHFORD RISE, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,19-Dec-14,2014,Kilcock
"62 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,265000,29-Mar-10,2010,Kilcock
"8 Ryebridge Row, Kilcock",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,190000,09-Feb-15,2015,Kilcock
"Ballycannon, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,377500,19-Apr-13,2013,Kilcock
"30 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,322500,29-Mar-10,2010,Kilcock
"10 Ryebridge Row, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,195000,27-Nov-14,2014,Kilcock
"KILLICKAWEENY, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,475000,04-Sep-14,2014,Kilcock
"16 COURTOWN PARK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,75000,14-Mar-13,2013,Kilcock
"Apt 42 Rye Abbey, Kilcock, Co Kildare",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,30000,17-Dec-14,2014,Kilcock
"73 ABBEYFIELD, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,375500,07-Nov-14,2014,Kilcock
"15 Fairgreen Court, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,89000,13-Mar-12,2012,Kilcock
"76 COURTOWN LAWNS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,325000,07-Sep-15,2015,Kilcock
"61 ROYAL MEADOWS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,285000,29-Apr-14,2014,Kilcock
"APT 1, CORNER HOUSE, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,150000,27-Apr-14,2014,Kilcock
"11 Ryebridge Green, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,228193.83,29-Oct-15,2015,Kilcock
"12 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,257000,03-Nov-15,2015,Kilcock
"17 Ryebridge Way, Kilcock, Co Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,149779,29-Nov-13,2013,Kilcock
"APT. 1 THE LAMPS, SCHOOL ST., KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,132000,26-Jun-15,2015,Kilcock
"18 Ryebridge Way, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,154185.02,29-Nov-13,2013,Kilcock
"12 ROYAL CANAL COURT, CHURCH ST, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,111000,06-Nov-15,2015,Kilcock
"103 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,03-May-16,2016,Kilcock
"41 RYE ABBEY, CONNAUGHT ST, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,42500,06-May-16,2016,Kilcock
"18 RYEBRIDGE RISE, KILCOCK",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,230000,10-Nov-14,2014,Kilcock
"GREENFIELD HOUSE, BELGARD, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,380000,08-Apr-14,2014,Kilcock
"8 Rochford Close, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,168500,30-Oct-13,2013,Kilcock
"21 ROCHFORD GREEN, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,245000,03-Mar-16,2016,Kilcock
"22 Royal Meadows, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,250000,20-Jul-12,2012,Kilcock
"1 RYE ABBEY, KILCOCK",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,198237.88,08-Oct-10,2010,Kilcock
"2 ROCHFORD GREEN, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,220000,05-Dec-17,2017,Kilcock
"41 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,229500,03-Nov-15,2015,Kilcock
"42 ABBEYFIELD, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,244000,30-Jan-16,2016,Kilcock
"APT 24, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"27 Boycetown Court, Kilcock, Co. Kildare",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,351541.85,22-May-18,2018,Kilcock
"58 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,270000,18-Dec-18,2018,Kilcock
"15 Rochford Park, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,170000,03-Apr-12,2012,Kilcock
"20 COURTOWN PARK, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,08-Dec-16,2016,Kilcock
"APT 32, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"41 ROYAL MEADOWS, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,220000,19-Jul-13,2013,Kilcock
"APT 28, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"APT 26, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"BOYCETOWN, KILCOCK, CO.KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,15-Jun-16,2016,Kilcock
"9 ryebridge Green, The Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,224669,14-Apr-16,2016,Kilcock
"PITCHFORDSTOWN LODGE, PITCHFORDSTOWN, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,256000,22-Mar-17,2017,Kilcock
"BALLYCAHAN, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,187500,11-Apr-19,2019,Kilcock
"32 Ryebridge Green, ryebridge, kilcock",Yes,New Dwelling house /Apartment,0,less than 38 sq metres,226872.25,27-Jan-17,2017,Kilcock
"21 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,350000,15-Feb-19,2019,Kilcock
"18 RYEBRIDGE WAY, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,290000,09-Mar-17,2017,Kilcock
"12 ROCHFORD CLOSE, BRANGANSTOWN, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,164000,17-Feb-14,2014,Kilcock
"298 CHAMBERSPARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,235000,16-May-18,2018,Kilcock
"24 The Riverside, Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,,276800,13-May-19,2019,Kilcock
"Killick, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,75000,15-Jun-12,2012,Kilcock
"109 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,132500,14-Feb-17,2017,Kilcock
"Site Number 110, Oughterany Village, Branganstown Kilcock",Yes,New Dwelling house /Apartment,0,greater than 125 sq metres,149000,26-May-15,2015,Kilcock
"34 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,310000,27-Mar-19,2019,Kilcock
"APT 19, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"19 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,350000,15-Feb-19,2019,Kilcock
"APT 22, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,96000,16-Mar-17,2017,Kilcock
"136 Courtown Park, Kilcock",No,Second-Hand Dwelling house /Apartment,1,,330000,30-Dec-13,2013,Kilcock
"No. 92, Aughamore, Kilcock Road",Yes,New Dwelling house /Apartment,0,,327447,28-May-19,2019,Kilcock
"109 BRAYTON PARK, KILCOCK, COUNTY KILDARE",No,Second-Hand Dwelling house /Apartment,1,,321000,28-Mar-19,2019,Kilcock
"21 The Riverside, Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,,290748.88,14-Mar-19,2019,Kilcock
"11 AYLMER CLOSE, COURTOWN PARK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,282500,22-Feb-16,2016,Kilcock
"BOYCETOWN, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,560000,11-May-18,2018,Kilcock
"24 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,229000,28-May-15,2015,Kilcock
"142 OUGHTERANY VILLAGE, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,153000,28-Oct-16,2016,Kilcock
"12 Ryebridge Green, The Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,224669,22-Dec-15,2015,Kilcock
"APT 18, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"THE MOUNT, PORTGLORIAN, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,500000,28-Jun-19,2019,Kilcock
"319 GRAIGADDER, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,165000,31-Jul-15,2015,Kilcock
"APT 15, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"1 RYEBRIDGE LAWNS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,11-Dec-15,2015,Kilcock
"APT 16, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"4 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,310000,15-Feb-19,2019,Kilcock
"48 ROCHFORD DR, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,226000,18-Dec-17,2017,Kilcock
"35 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,235000,10-Feb-16,2016,Kilcock
"SCHOOL ST, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,110000,08-Dec-15,2015,Kilcock
"14 RYEBRIDGE CLOSE, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,190000,08-Dec-17,2017,Kilcock
"Courtown Bridge, Kilcock, Co. Kildare",No,Second-Hand Dwelling house /Apartment,1,,265000,07-Aug-13,2013,Kilcock
"407 ROYAL CANAL BANK, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,167000,24-Oct-18,2018,Kilcock
"166 CHAMBERS PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,194000,20-Dec-18,2018,Kilcock
"5 RYEBRIDGE WAY, THE RYEBRIDGE, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,202000,02-Aug-16,2016,Kilcock
"7 The Way, Ledwill Park, Kilcock",Yes,New Dwelling house /Apartment,0,,335000,17-Nov-20,2020,Kilcock
"APT 13, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"13 The Park, Ledwill Park, Kilcock",Yes,New Dwelling house /Apartment,0,,374449,28-Oct-20,2020,Kilcock
"APT 12, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"1 Boycetown Court, Boycetown, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,330395,20-Dec-17,2017,Kilcock
"19 The Riverside, Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,,325991.12,15-May-19,2019,Kilcock
"APT 11, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"44 ABBEYFIELD, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,335000,30-Nov-18,2018,Kilcock
"24 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,350000,08-Mar-19,2019,Kilcock
"50 COURTOWN PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,196750,05-Sep-14,2014,Kilcock
"BELGARD, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,465000,20-Oct-16,2016,Kilcock
"APT 08, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"20 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,353000,08-Mar-19,2019,Kilcock
"APT 40, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"27 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,311013.22,29-May-19,2019,Kilcock
"115 Oughterany Village, Kilcock",Yes,New Dwelling house /Apartment,0,,200000,29-Nov-18,2018,Kilcock
"56 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,321585.9,29-May-19,2019,Kilcock
"16 ROYAL MEADOWS, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,420000,16-Aug-16,2016,Kilcock
"47 SHAWBRIDGE, CHAMBERS PARK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,290000,16-Mar-17,2017,Kilcock
"34 ryebridge green, kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,235682,16-Mar-17,2017,Kilcock
"29 Riverside, Ryebridge, Kilcock",Yes,New Dwelling house /Apartment,0,,295154,29-May-19,2019,Kilcock
"4 ROCHFORD AVE, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,290000,07-Jun-19,2019,Kilcock
"BIRCH COTTAGE, BALLYCAHAN, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,358100,12-Oct-16,2016,Kilcock
"64 BRAYTON PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,226686,20-Dec-17,2017,Kilcock
"22 Fenton Green, Church Street, Kilcock",Yes,New Dwelling house /Apartment,0,,405000,08-Mar-19,2019,Kilcock
"6 ROCHFORD CRESCENT, BAKERS WALK, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,218000,06-Mar-19,2019,Kilcock
"40 SHAWBRIDGE CHAMBERS PARK, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,197000,21-Dec-17,2017,Kilcock
"380 KILLEIGHTER, KILCOCK, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,02-Oct-17,2017,Kilcock
"4 Boycetown Court, Boycetown, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,321585,18-Aug-16,2016,Kilcock
"21 ABBEYFIELD, KILCOCK, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,397500,18-Jul-19,2019,Kilcock
"APT 35, RYE ABBEY, KILCOCK",No,Second-Hand Dwelling house /Apartment,1,,146000,16-Mar-17,2017,Kilcock
"29 Boycetown Court, Kilcock",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,407928,06-Jul-18,2018,Kilcock
